route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
2933,1,470579,13 Eastview,,0,19645,9376,1,1
2933,1,470578,13 Eastview,,0,19646,9376,1,1
2933,1,470577,13 Eastview,,0,19645,9376,1,1
2933,1,470589,13 Eastview,,0,19646,9376,1,1
2933,1,470590,13 Eastview,,0,19645,9376,1,1
2933,1,470591,13 Eastview,,0,19646,9376,1,1
2933,1,470592,13 Eastview,,0,19645,9376,1,1
2933,1,470593,13 Eastview,,0,19646,9376,1,1
2933,1,470594,13 Eastview,,0,19645,9376,1,1
2933,1,470595,13 Eastview,,0,19646,9376,1,1
2933,1,470596,13 Eastview,,0,19645,9376,1,1
2933,1,470597,13 Eastview,,0,19646,9376,1,1
2933,1,470598,13 Eastview,,0,19645,9376,1,1
2933,1,470599,13 Eastview,,0,19646,9376,1,1
2933,1,470600,13 Eastview,,0,19645,9376,1,1
2933,1,470576,13 Eastview,,0,19646,9376,1,1
2933,1,470575,13 Eastview,,0,19645,9376,1,1
2933,1,470574,13 Eastview,,0,19646,9376,1,1
2933,1,470573,13 Eastview,,0,19645,9376,1,1
2933,1,470572,13 Eastview,,0,19646,9376,1,1
2933,1,470571,13 Eastview,,0,19645,9376,1,1
2933,1,470570,13 Eastview,,0,19646,9376,1,1
2933,1,470569,13 Eastview,,0,19645,9376,1,1
2933,1,470568,13 Eastview,,0,19646,9376,1,1
2933,1,470567,13 Eastview,,0,19645,9376,1,1
2933,1,470566,13 Eastview,,0,19646,9376,1,1
2933,1,470565,13 Eastview,,0,19645,9376,1,1
2933,1,470564,13 Eastview,,0,19646,9376,1,1
2933,1,470563,13 Eastview,,0,19645,9376,1,1
2933,1,470562,13 Eastview,,0,19645,9376,1,1
2933,1,470561,13 Eastview,,0,19645,9376,1,1
2933,1,470560,13 Eastview,,0,19645,9376,1,1
2933,1,470559,13 Eastview,,0,19645,9376,1,1
2933,1,470558,13 Eastview,,0,19645,9376,1,1
2933,1,470557,13 Eastview,,0,19645,9376,1,1
2933,1,470556,13 Eastview,,0,19645,9376,1,1
2933,1,470555,13 Eastview,,0,19645,9376,1,1
2933,1,470554,13 Eastview,,0,19645,9376,1,1
2933,1,470553,13 Eastview,,0,19645,9376,1,1
2933,1,470552,13 Eastview,,0,19645,9376,1,1
2933,1,470601,13 Eastview,,1,19645,9377,1,1
2933,1,470602,13 Eastview,,1,19645,9377,1,1
2933,1,470603,13 Eastview,,1,19645,9377,1,1
2933,1,470604,13 Eastview,,1,19645,9377,1,1
2933,1,470605,13 Eastview,,1,19646,9377,1,1
2933,1,470606,13 Eastview,,1,19645,9377,1,1
2933,1,470607,13 Eastview,,1,19646,9377,1,1
2933,1,470608,13 Eastview,,1,19645,9377,1,1
2933,1,470609,13 Eastview,,1,19646,9377,1,1
2933,1,470610,13 Eastview,,1,19645,9377,1,1
2933,1,470611,13 Eastview,,1,19646,9377,1,1
2933,1,470612,13 Eastview,,1,19645,9377,1,1
2933,1,470613,13 Eastview,,1,19646,9377,1,1
2933,1,470614,13 Eastview,,1,19645,9377,1,1
